000000	-3941.4
010000	-3943.6
020000	-3944.1
030000	-3945.9
040000	-3948.0
050000	-3948.6
060000	-3948.5
070000	-3951.2
080000	-3951.2
090000	-3951.0
100000	-3952.6
110000	-3954.7
120000	-3956.1
130000	-3956.9
140000	-3957.8
150000	-3957.5
160000	-3957.3
170000	-3957.8
180000	-3958.8
190000	-3960.8
200000	-3959.1
210000	-3958.2
220000	-3957.8
230000	-3958.3
