000000	-8029.7
010000	-8029.1
020000	-8030.4
030000	-8031.1
040000	-8030.8
050000	-8031.2
060000	-8031.4
070000	-8030.4
080000	-8030.5
090000	-8029.6
100000	-8029.2
110000	-8030.6
120000	-8032.7
130000	-8031.7
140000	-8032.4
150000	-8031.6
160000	-8030.8
170000	-8029.3
180000	-8028.1
190000	-8028.2
200000	-8027.1
210000	-8027.2
220000	-8028.0
230000	-8028.9
