000000	-8019.8
010000	-8022.1
020000	-8021.3
030000	-8023.4
040000	-8023.4
050000	-8023.7
060000	-8023.5
070000	-8024.9
080000	-8024.8
090000	-8026.8
100000	-8028.4
110000	-8029.6
120000	-8031.9
130000	-8031.0
140000	-8031.6
150000	-8029.7
160000	-8029.2
170000	-8030.1
180000	-8031.0
190000	-8033.5
200000	-8032.0
210000	-8032.5
220000	-8032.4
230000	-8031.3
